locusId	sysName	desc	expName	expDesc	fit	absDiff	p
SMc01968	SMc01968	transcriptional regulator	setAIT021	Lib Nod +N	1.28342540144334	5.06780170051048	0.00938485491326114
SMc02427	SMc02427	hydantoin racemase	setAIT021	Lib Nod +N	-1.03158053833542	2.49072989755755	0.00551844346571626
SMc02633	SMc02633	hypothetical protein	setAIT021	Lib Nod +N	1.93127636336908	1.50174972849318	0.00579948407715228
SMc03014	SMc03014	flagellar MS-ring protein	setAIT021	Lib Nod +N	3.43489618604932	3.71908426457703	0.00617427251455858
SMc03789	SMc03789	hypothetical protein	setAIT021	Lib Nod +N	1.6838631891356	3.91700836817239	0.00540565025674301
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT021	Lib Nod +N	2.35464831803609	1.85643444647572	0.00722693238611855
SM_b20009	SM_b20009	transcriptional regulator	setAIT022	Lib Nod +N	1.72962728983105	4.60577030525405	0.00590965593144012
SM_b20166	SM_b20166	hypothetical protein	setAIT022	Lib Nod +N	1.29026832410389	5.32533817750951	0.00123294091394826
SM_b20300	SM_b20300	adenylate cyclase	setAIT022	Lib Nod +N	2.44687506295031	1.62476264194391	0.00477041354885454
SM_b20365	SM_b20365	iron ABC transporter substrate-binding protein	setAIT022	Lib Nod +N	-1.39825170749977	2.96955366460151	0.00207393042123052
SM_b20435	SM_b20435	hypothetical protein	setAIT022	Lib Nod +N	-1.99639881149825	2.73592845963484	0.00525643407018166
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT022	Lib Nod +N	1.78419514232608	2.30667102538988	0.00210543214668398
SMa0591	SMa0591	transposase, fragment	setAIT022	Lib Nod +N	1.42804718122683	3.48025992995442	0.00200211055784253
SMa0690	SMa0690	hypothetical protein	setAIT022	Lib Nod +N	2.40226861057039	2.39911144527022	0.00626863775682805
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT022	Lib Nod +N	1.36485320634527	1.95973034640803	0.00353787715109779
SMa1857	SMa1857	hydrolase	setAIT022	Lib Nod +N	1.05052822302295	4.13979127024959	0.00614438400451273
SMa1882	SMa1882	transcriptional activator	setAIT022	Lib Nod +N	1.75599822912882	4.48441464115996	0.00429018069573851
SMa1893	SMa1893	LysR family transcriptional regulator	setAIT022	Lib Nod +N	1.17671200418685	3.76184994959955	0.000518014259304999
SMa2041	SMa2041	oxidoreductase	setAIT022	Lib Nod +N	1.01702664621015	4.58165228912375	0.0013030221228358
SMa2363	SMa2363	amidase	setAIT022	Lib Nod +N	2.33376028047992	3.60265864633927	0.00184305611832591
SMc00559	SMc00559	hypothetical protein	setAIT022	Lib Nod +N	3.07034826581057	3.32751496779476	0.00339740525075672
SMc00710	SMc00710	histidinol-phosphate aminotransferase	setAIT022	Lib Nod +N	2.09596540641988	2.05764850346477	0.00270096504570849
SMc01028	SMc01028	phosphopyruvate hydratase	setAIT022	Lib Nod +N	1.06307925824114	2.27415923389275	0.00541483117873068
SMc01103	SMc01103	ribokinase	setAIT022	Lib Nod +N	1.78583832317965	2.91502841127596	0.00424809283274714
SMc01495	SMc01495	transcriptional regulator	setAIT022	Lib Nod +N	1.87680783311233	3.3634892169669	0.0065411931944421
SMc01798	SMc01798	hypothetical protein	setAIT022	Lib Nod +N	-1.94371144714616	2.55226768666675	0.000211221096591612
SMc01853	SMc01853	hypothetical protein	setAIT022	Lib Nod +N	1.2667276235764	3.83612298843228	0.00555577581904223
SMc01968	SMc01968	transcriptional regulator	setAIT022	Lib Nod +N	1.38272742921948	5.06780170051048	0.0095022972137515
SMc02467	SMc02467	peptide methionine sulfoxide reductase	setAIT022	Lib Nod +N	2.19358231152383	2.86658540303888	0.00921737284679813
SMc02633	SMc02633	hypothetical protein	setAIT022	Lib Nod +N	2.07117081859373	1.72701714675051	0.00334108311331929
SMc02732	SMc02732	hypothetical protein	setAIT022	Lib Nod +N	-2.27593062892048	2.42246739803524	0.00353257244181356
SMc02888	SMc02888	transcriptional regulator	setAIT022	Lib Nod +N	-1.0789842132446	2.70619185497562	0.00382259483642655
SMc03014	SMc03014	flagellar MS-ring protein	setAIT022	Lib Nod +N	3.74607085452261	4.21908426457703	0.00588692941621858
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT022	Lib Nod +N	2.12967596768249	1.94734353738481	0.00484177953458276
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT022	Lib Nod +N	-2.66995401950346	1.11484389175264	0.00254033026778743
SM_b20009	SM_b20009	transcriptional regulator	setAIT023	Lib Nod +N	1.56001070183787	4.60577030525405	0.00590965593144012
SM_b20166	SM_b20166	hypothetical protein	setAIT023	Lib Nod +N	1.10261755383778	5.32533817750951	0.00123294091394826
SM_b20300	SM_b20300	adenylate cyclase	setAIT023	Lib Nod +N	2.35463453785631	1.69142930861057	0.0043228737937953
SM_b20365	SM_b20365	iron ABC transporter substrate-binding protein	setAIT023	Lib Nod +N	-1.24835977790286	2.96955366460151	0.00207393042123052
SM_b20435	SM_b20435	hypothetical protein	setAIT023	Lib Nod +N	-2.29913042374207	3.02164274534912	0.00837263465519204
SM_b21213	SM_b21213	serinethreonine protein phosphatase	setAIT023	Lib Nod +N	1.21488276655957	3.41413215090275	0.00725595174314151
SM_b21313	SM_b21313	bifunctional glycosyltransferase	setAIT023	Lib Nod +N	1.87040027474913	3.42883536806529	6.7082840249402e-05
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT023	Lib Nod +N	1.51581284941332	2.31653944644252	0.00257168553896919
SM_b21407	SM_b21407	hypothetical protein	setAIT023	Lib Nod +N	-1.34793739394226	2.29638284758178	0.00623253896939662
SMa0591	SMa0591	transposase, fragment	setAIT023	Lib Nod +N	1.30331585079973	3.98025992995442	0.00067290110312239
SMa0690	SMa0690	hypothetical protein	setAIT023	Lib Nod +N	2.18840249171477	2.39911144527022	0.00626863775682805
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT023	Lib Nod +N	1.12156409577266	2.02223034640803	0.00271348804947244
SMa1882	SMa1882	transcriptional activator	setAIT023	Lib Nod +N	1.49493885576563	4.48441464115996	0.00429018069573851
SMa2363	SMa2363	amidase	setAIT023	Lib Nod +N	2.12252524133729	3.60265864633927	0.00184305611832591
SMc00559	SMc00559	hypothetical protein	setAIT023	Lib Nod +N	2.8533472787221	3.32751496779476	0.00339740525075672
SMc00710	SMc00710	histidinol-phosphate aminotransferase	setAIT023	Lib Nod +N	2.40408986717059	1.92303587056283	0.00437116612492918
SMc01103	SMc01103	ribokinase	setAIT023	Lib Nod +N	1.79147017390674	3.91502841127596	0.00115331511178839
SMc01495	SMc01495	transcriptional regulator	setAIT023	Lib Nod +N	1.75018563001944	3.3634892169669	0.0065411931944421
SMc01592	SMc01592	transcriptional regulator	setAIT023	Lib Nod +N	-1.5066537570757	3.4444193238694	0.00086344630759356
SMc01798	SMc01798	hypothetical protein	setAIT023	Lib Nod +N	-1.77385128631782	2.55226768666675	0.000211221096591612
SMc01853	SMc01853	hypothetical protein	setAIT023	Lib Nod +N	1.21562397944288	3.83612298843228	0.00555577581904223
SMc02427	SMc02427	hydantoin racemase	setAIT023	Lib Nod +N	-1.05364382647844	2.49072989755755	0.00551844346571626
SMc02633	SMc02633	hypothetical protein	setAIT023	Lib Nod +N	1.95710524450751	1.81546638413255	0.00295888942896783
SMc02732	SMc02732	hypothetical protein	setAIT023	Lib Nod +N	-2.06081913976679	2.42246739803524	0.00353257244181356
SMc02888	SMc02888	transcriptional regulator	setAIT023	Lib Nod +N	-1.3356649508945	2.62285852164229	0.00564971256536353
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT023	Lib Nod +N	2.0648862648482	1.94734353738481	0.00484177953458276
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT023	Lib Nod +N	-3.32148474396794	1.3259734324511	0.00175920006159257
SM_b20009	SM_b20009	transcriptional regulator	setAIT024	Lib Nod +N	1.72073866600811	4.60577030525405	0.00590965593144012
SM_b20166	SM_b20166	hypothetical protein	setAIT024	Lib Nod +N	1.28295660114907	5.32533817750951	0.00123294091394826
SM_b20300	SM_b20300	adenylate cyclase	setAIT024	Lib Nod +N	2.59903417604321	1.62476264194391	0.00575676692753575
SM_b20365	SM_b20365	iron ABC transporter substrate-binding protein	setAIT024	Lib Nod +N	-1.30842621198219	2.96955366460151	0.00207393042123052
SM_b20435	SM_b20435	hypothetical protein	setAIT024	Lib Nod +N	-1.88409693603162	2.73592845963484	0.00525643407018166
SM_b21191	SM_b21191	surface saccharide ABC transporter ATP-binding/membrane spanning protein	setAIT024	Lib Nod +N	1.11048411757512	4.18765437456302	0.00116504048577339
SM_b21209	SM_b21209	two-component sensor histidine kinase	setAIT024	Lib Nod +N	1.19049633096827	1.92058618533489	0.0099337461960988
SM_b21213	SM_b21213	serinethreonine protein phosphatase	setAIT024	Lib Nod +N	1.34923624813109	3.41413215090275	0.00725595174314151
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT024	Lib Nod +N	1.71977472126471	2.31653944644252	0.00257168553896919
SM_b21407	SM_b21407	hypothetical protein	setAIT024	Lib Nod +N	-1.29110123067597	2.29638284758178	0.00623253896939662
SMa0591	SMa0591	transposase, fragment	setAIT024	Lib Nod +N	1.37986380251023	3.98025992995442	0.00067290110312239
SMa0690	SMa0690	hypothetical protein	setAIT024	Lib Nod +N	2.40633731514694	2.33661144527022	0.00638811899511523
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT024	Lib Nod +N	1.33216752244436	1.92848034640803	0.00371732186960888
SMa1082	SMa1082	hypothetical protein	setAIT024	Lib Nod +N	-1.04878537764123	3.16727115525303	0.00639690059988572
SMa1379	SMa1379	ABC transporter substrate-binding protein	setAIT024	Lib Nod +N	1.1316417887155	2.31129699157476	0.00482239283525616
SMa1857	SMa1857	hydrolase	setAIT024	Lib Nod +N	1.05209418738797	3.63979127024959	0.00517318640023078
SMa1882	SMa1882	transcriptional activator	setAIT024	Lib Nod +N	1.65066371062053	4.34155749830282	0.00449899026337175
SMa1893	SMa1893	LysR family transcriptional regulator	setAIT024	Lib Nod +N	1.17524793110391	3.34518328293289	0.00212948398201783
SMa2363	SMa2363	amidase	setAIT024	Lib Nod +N	2.28704413565938	3.60265864633927	0.00184305611832591
SMc00559	SMc00559	hypothetical protein	setAIT024	Lib Nod +N	3.03570998798636	3.32751496779476	0.00339740525075672
SMc01028	SMc01028	phosphopyruvate hydratase	setAIT024	Lib Nod +N	1.09733464541653	2.39915923389275	0.00479949294041028
SMc01103	SMc01103	ribokinase	setAIT024	Lib Nod +N	1.87896754941545	3.91502841127596	0.00115331511178839
SMc01495	SMc01495	transcriptional regulator	setAIT024	Lib Nod +N	2.02101548209578	3.3634892169669	0.0065411931944421
SMc01592	SMc01592	transcriptional regulator	setAIT024	Lib Nod +N	-1.55643858066688	3.4444193238694	0.00086344630759356
SMc01798	SMc01798	hypothetical protein	setAIT024	Lib Nod +N	-1.36891002851902	2.4094105438096	0.000715384090883071
SMc01853	SMc01853	hypothetical protein	setAIT024	Lib Nod +N	1.28154506648976	3.83612298843228	0.00555577581904223
SMc01968	SMc01968	transcriptional regulator	setAIT024	Lib Nod +N	2.09158480384914	5.38479420065471	0.00197712530611374
SMc02427	SMc02427	hydantoin racemase	setAIT024	Lib Nod +N	-1.09256379070041	2.49072989755755	0.00551844346571626
SMc02633	SMc02633	hypothetical protein	setAIT024	Lib Nod +N	2.13931861918213	1.72701714675051	0.00401373289218402
SMc02732	SMc02732	hypothetical protein	setAIT024	Lib Nod +N	-2.1712790099288	2.42246739803524	0.00353257244181356
SMc02888	SMc02888	transcriptional regulator	setAIT024	Lib Nod +N	-1.46704173130225	2.62285852164229	0.00564971256536353
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT024	Lib Nod +N	2.16127232086728	1.94734353738481	0.00484177953458276
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT024	Lib Nod +N	-2.91073207308514	1.15391096923114	0.00312812046964988
SM_b20009	SM_b20009	transcriptional regulator	setAIT026	Lib Nod --	1.73385511768182	4.27243697192072	0.00778380193888637
SM_b20019	SM_b20019	dihydrolipoamide succinyltransferase	setAIT026	Lib Nod --	1.34375467316387	2.39549460674164	0.0014868983479295
SM_b20166	SM_b20166	hypothetical protein	setAIT026	Lib Nod --	1.42724259802583	5.32533817750951	0.00123294091394826
SM_b20300	SM_b20300	adenylate cyclase	setAIT026	Lib Nod --	2.58197711621123	1.68726264194391	0.00294915552144175
SM_b20362	SM_b20362	inositol monophosphatase	setAIT026	Lib Nod --	1.08306588358803	3.01831288486865	0.00401362410875632
SM_b20435	SM_b20435	hypothetical protein	setAIT026	Lib Nod --	-2.15964270606052	2.87878560249198	0.00799896037797166
SM_b21191	SM_b21191	surface saccharide ABC transporter ATP-binding/membrane spanning protein	setAIT026	Lib Nod --	1.1581274667292	4.18765437456302	0.00116504048577339
SM_b21213	SM_b21213	serinethreonine protein phosphatase	setAIT026	Lib Nod --	1.43635374888442	3.21413215090275	0.00914381386355011
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT026	Lib Nod --	4.02878718876206	2.81313866369668	0.00315266056913512
SM_b21407	SM_b21407	hypothetical protein	setAIT026	Lib Nod --	-1.22423856612023	2.29638284758178	0.00623253896939662
SMa0591	SMa0591	transposase, fragment	setAIT026	Lib Nod --	1.48397424533519	3.98025992995442	0.00067290110312239
SMa0690	SMa0690	hypothetical protein	setAIT026	Lib Nod --	2.43523277265856	2.27411144527022	0.00689531742625032
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT026	Lib Nod --	1.38028613946594	1.75027379767226	0.00551438301242943
SMa1857	SMa1857	hydrolase	setAIT026	Lib Nod --	1.0598576350566	4.76479127024959	0.000787761535906662
SMa1882	SMa1882	transcriptional activator	setAIT026	Lib Nod --	2.08418211206844	4.19870035544567	0.00533766182750862
SMa1893	SMa1893	LysR family transcriptional regulator	setAIT026	Lib Nod --	1.1227106596517	3.67851661626622	0.000908254032012261
SMa2363	SMa2363	amidase	setAIT026	Lib Nod --	2.38036039385187	3.60265864633927	0.00184305611832591
SMc00559	SMc00559	hypothetical protein	setAIT026	Lib Nod --	3.02693189483549	3.32751496779476	0.00339740525075672
SMc00710	SMc00710	histidinol-phosphate aminotransferase	setAIT026	Lib Nod --	1.84706624148587	1.93814975344074	0.0025780548551498
SMc00813	SMc00813	transport transmembrane protein	setAIT026	Lib Nod --	2.53563526129611	1.99684639492194	0.00646991034044001
SMc01028	SMc01028	phosphopyruvate hydratase	setAIT026	Lib Nod --	1.3272849006739	2.21582590055942	0.00783550414776832
SMc01103	SMc01103	ribokinase	setAIT026	Lib Nod --	1.90118537971502	3.91502841127596	0.00115331511178839
SMc01495	SMc01495	transcriptional regulator	setAIT026	Lib Nod --	1.9302249010839	3.3634892169669	0.0065411931944421
SMc01798	SMc01798	hypothetical protein	setAIT026	Lib Nod --	-1.88949495605357	2.55226768666675	0.000211221096591612
SMc01853	SMc01853	hypothetical protein	setAIT026	Lib Nod --	1.30699013829479	3.83612298843228	0.00555577581904223
SMc02227	SMc02227	fatty oxidation complex enoyl-COA hydratase/3-hydroxyacyl-COA dehydrogenase/3-hydroxybutyryl-COA epimerase	setAIT026	Lib Nod --	1.11110924770884	4.3081416311577	0.00373017565123237
SMc02427	SMc02427	hydantoin racemase	setAIT026	Lib Nod --	-1.02518690238599	2.32406323089089	0.00797858964418867
SMc02633	SMc02633	hypothetical protein	setAIT026	Lib Nod --	3.01906292452214	1.97211626040498	0.00125520859773307
SMc02732	SMc02732	hypothetical protein	setAIT026	Lib Nod --	-2.26351629069237	2.42246739803524	0.00353257244181356
SMc02888	SMc02888	transcriptional regulator	setAIT026	Lib Nod --	-1.37581120810258	2.48000137878515	0.00860198654740107
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT026	Lib Nod --	2.38846480107524	1.85643444647572	0.00755805432544984
SMc04340	SMc04340	oxidoreductase	setAIT026	Lib Nod --	7.5551019523215	3.53923655477699	0.00630505719309294
SM_b20009	SM_b20009	transcriptional regulator	setAIT027	Lib Nod --	1.70592401524704	4.27243697192072	0.00778380193888637
SM_b20166	SM_b20166	hypothetical protein	setAIT027	Lib Nod --	1.32300620922326	5.32533817750951	0.00123294091394826
SM_b20300	SM_b20300	adenylate cyclase	setAIT027	Lib Nod --	2.52035527542635	1.69142930861057	0.0043228737937953
SM_b20362	SM_b20362	inositol monophosphatase	setAIT027	Lib Nod --	1.15537447606486	3.17680913494077	0.00344427274525011
SM_b20435	SM_b20435	hypothetical protein	setAIT027	Lib Nod --	-1.94571457530399	2.65236238810324	0.00418698094191207
SM_b21074	SM_b21074	glycosyltransferase	setAIT027	Lib Nod --	1.30552663038086	2.58401259589533	0.00571626034727748
SM_b21213	SM_b21213	serinethreonine protein phosphatase	setAIT027	Lib Nod --	1.26287101866792	3.41413215090275	0.00725595174314151
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT027	Lib Nod --	1.67161948538058	2.25403944644252	0.00267486175983222
SMa0591	SMa0591	transposase, fragment	setAIT027	Lib Nod --	1.11407392618537	3.98025992995442	0.00067290110312239
SMa0690	SMa0690	hypothetical protein	setAIT027	Lib Nod --	2.16851914937802	2.33661144527022	0.00662789891069411
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT027	Lib Nod --	1.07964898799426	1.8935538758198	0.0029693606286753
SMa1082	SMa1082	hypothetical protein	setAIT027	Lib Nod --	-1.15158182362221	2.61540460487512	0.00786376570392212
SMa1379	SMa1379	ABC transporter substrate-binding protein	setAIT027	Lib Nod --	1.20831686530293	2.31129699157476	0.00285058322559069
SMa1882	SMa1882	transcriptional activator	setAIT027	Lib Nod --	1.63789945090856	4.48441464115996	0.00429018069573851
SMa1893	SMa1893	LysR family transcriptional regulator	setAIT027	Lib Nod --	1.54027465590058	3.51184994959955	0.000935144501170453
SMa2363	SMa2363	amidase	setAIT027	Lib Nod --	2.18825167429705	3.60265864633927	0.00184305611832591
SMc00559	SMc00559	hypothetical protein	setAIT027	Lib Nod --	3.17475711703547	3.32751496779476	0.00339740525075672
SMc00710	SMc00710	histidinol-phosphate aminotransferase	setAIT027	Lib Nod --	2.00177632336865	1.89428598802116	0.00459269708448179
SMc01028	SMc01028	phosphopyruvate hydratase	setAIT027	Lib Nod --	1.0965790718494	2.34082590055942	0.00309858427493462
SMc01495	SMc01495	transcriptional regulator	setAIT027	Lib Nod --	2.07267588596646	3.3634892169669	0.0065411931944421
SMc01592	SMc01592	transcriptional regulator	setAIT027	Lib Nod --	-1.4599425238239	3.4444193238694	0.00086344630759356
SMc01798	SMc01798	hypothetical protein	setAIT027	Lib Nod --	-1.84419526226242	2.55226768666675	0.000211221096591612
SMc01853	SMc01853	hypothetical protein	setAIT027	Lib Nod --	1.35941391690438	3.83612298843228	0.00555577581904223
SMc02633	SMc02633	hypothetical protein	setAIT027	Lib Nod --	2.15265578290757	1.75812807731803	0.00229502994598993
SMc02888	SMc02888	transcriptional regulator	setAIT027	Lib Nod --	-1.12319805706614	2.48000137878515	0.00832631565777593
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT027	Lib Nod --	2.58236525364377	1.77901361307682	0.00749620840812207
SM_b20009	SM_b20009	transcriptional regulator	setAIT028	Lib Nod --	1.93914492888775	4.60577030525405	0.00590965593144012
SM_b20019	SM_b20019	dihydrolipoamide succinyltransferase	setAIT028	Lib Nod --	1.06349649964109	2.61090814846841	0.000879610249190936
SM_b20166	SM_b20166	hypothetical protein	setAIT028	Lib Nod --	1.58221073255147	5.18248103465237	0.00141960844331097
SM_b20300	SM_b20300	adenylate cyclase	setAIT028	Lib Nod --	2.79417758393086	1.59142930861057	0.00631645818050849
SM_b20362	SM_b20362	inositol monophosphatase	setAIT028	Lib Nod --	1.07025134474367	2.97680913494077	0.00311920674716506
SM_b20435	SM_b20435	hypothetical protein	setAIT028	Lib Nod --	-2.11530970823341	2.87878560249198	0.00612570476722648
SM_b21191	SM_b21191	surface saccharide ABC transporter ATP-binding/membrane spanning protein	setAIT028	Lib Nod --	1.16759006196365	4.18765437456302	0.00116504048577339
SM_b21213	SM_b21213	serinethreonine protein phosphatase	setAIT028	Lib Nod --	1.32887421371533	3.41413215090275	0.00725595174314151
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT028	Lib Nod --	1.7182744966181	2.24417102538988	0.00194492528880662
SMa0591	SMa0591	transposase, fragment	setAIT028	Lib Nod --	1.57105046162325	3.73025992995442	0.000993470271654837
SMa0690	SMa0690	hypothetical protein	setAIT028	Lib Nod --	2.64039316902893	2.27411144527022	0.00784053429645878
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT028	Lib Nod --	1.26301409094073	1.95973034640803	0.00320593209390439
SMa1857	SMa1857	hydrolase	setAIT028	Lib Nod --	1.51136403096269	4.96291158283973	0.000328850021727711
SMa1882	SMa1882	transcriptional activator	setAIT028	Lib Nod --	1.83566654367314	4.48441464115996	0.00429018069573851
SMa1893	SMa1893	LysR family transcriptional regulator	setAIT028	Lib Nod --	1.71565673676707	4.09518328293289	0.000391932877952517
SMa2041	SMa2041	oxidoreductase	setAIT028	Lib Nod --	1.01535167140124	4.38165228912375	0.00066057276689493
SMa2363	SMa2363	amidase	setAIT028	Lib Nod --	2.42667977943898	3.60265864633927	0.00184305611832591
SMc00559	SMc00559	hypothetical protein	setAIT028	Lib Nod --	3.20172639116913	3.32751496779476	0.00339740525075672
SMc00710	SMc00710	histidinol-phosphate aminotransferase	setAIT028	Lib Nod --	2.10102941272997	1.9188515078267	0.0040980198938244
SMc00813	SMc00813	transport transmembrane protein	setAIT028	Lib Nod --	2.57354449196727	1.97909880036381	0.00828994184904755
SMc01028	SMc01028	phosphopyruvate hydratase	setAIT028	Lib Nod --	1.14933472868808	2.27415923389275	0.00544026224661874
SMc01103	SMc01103	ribokinase	setAIT028	Lib Nod --	2.07880818915316	3.91502841127596	0.00115331511178839
SMc01495	SMc01495	transcriptional regulator	setAIT028	Lib Nod --	2.0028882295589	3.3634892169669	0.0065411931944421
SMc01592	SMc01592	transcriptional regulator	setAIT028	Lib Nod --	-1.46789319830041	3.4444193238694	0.00086344630759356
SMc01798	SMc01798	hypothetical protein	setAIT028	Lib Nod --	-1.82490633013203	2.55226768666675	0.000211221096591612
SMc01853	SMc01853	hypothetical protein	setAIT028	Lib Nod --	1.71919144393987	3.58612298843228	0.00672895150080947
SMc02633	SMc02633	hypothetical protein	setAIT028	Lib Nod --	2.23756499555102	1.72085984125014	0.00433375478422516
SMc02888	SMc02888	transcriptional regulator	setAIT028	Lib Nod --	-1.25552842197648	2.62285852164229	0.00564971256536353
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT028	Lib Nod --	2.22168808974828	1.94734353738481	0.00484177953458276
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT028	Lib Nod --	-2.63624468572387	1.14278693800492	0.0021241210482892
SM_b20166	SM_b20166	hypothetical protein	setAIT029	Lib Nod --	1.08284236042745	5.32533817750951	0.00123294091394826
SM_b20300	SM_b20300	adenylate cyclase	setAIT029	Lib Nod --	2.31340758595896	1.69142930861057	0.0043228737937953
SM_b20365	SM_b20365	iron ABC transporter substrate-binding protein	setAIT029	Lib Nod --	-1.47380437803637	2.96955366460151	0.00207393042123052
SM_b20435	SM_b20435	hypothetical protein	setAIT029	Lib Nod --	-1.20906528735656	2.65236238810324	0.00525752939929174
SM_b20696	SM_b20696	hypothetical protein	setAIT029	Lib Nod --	-1.08256664847065	3.37328917185126	0.00699745555323917
SM_b21023	SM_b21023	hypothetical protein	setAIT029	Lib Nod --	3.33793973316225	4.12474428470769	0.00602475237442734
SM_b21213	SM_b21213	serinethreonine protein phosphatase	setAIT029	Lib Nod --	1.08878287687102	3.41413215090275	0.00725595174314151
SM_b21372	SM_b21372	LacI family transcriptional regulator	setAIT029	Lib Nod --	1.65311137257646	2.21747929014744	0.00309385979719807
SM_b21407	SM_b21407	hypothetical protein	setAIT029	Lib Nod --	-1.21357242915646	2.19638284758178	0.00991281653600096
SMa0591	SMa0591	transposase, fragment	setAIT029	Lib Nod --	1.1713713580244	3.98025992995442	0.00067290110312239
SMa0690	SMa0690	hypothetical protein	setAIT029	Lib Nod --	2.23483568602312	2.39911144527022	0.00626863775682804
SMa0892	SMa0892	DnaE3 DNA polymerase III alpha chain	setAIT029	Lib Nod --	1.04470048991269	2.02223034640803	0.00271348804947244
