SM_b20026 hypothetical protein	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	305	201	289	278	277
SM_b20027 hypothetical protein	12	6	832	6	16	12	9	4	2	0	6	4369	2	11	114	18	10465	6483	8275	8728	10270
SM_b20028 hypothetical protein	6	3	0	2	4	4	6	1	2	1	5	3	0	7	54	7	5394	3598	3524	4319	5643
SM_b20029 hypothetical protein	1	0	0	2	4	10	2	4	3	0	3	0	0	2	25	0	2483	1682	2286	2210	2112
SM_b20030 RNA polymerase sigma factor SigJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	337	187	95	228	304
SM_b20031 hypothetical protein	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	449	264	214	317	389
SM_b20032 hypothetical protein	1	1	0	2	2	1	1	0	1	0	1	1	0	3	13	0	1296	851	616	917	1331
SM_b20033 transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	215	186	87	208	283
SM_b20034 ABC transporter	1	1	0	0	1	0	0	0	2	0	0	1	0	1	8	1	1258	837	779	908	1177
SM_b20035 ABC transporter permease	1	0	0	0	3	1	1	1	0	0	2	2	7	2	7	3	1478	939	863	1131	1365
SM_b20036 ABC transporter substrate-binding protein	4	3	0	1	3	7	1	2	1	0	0	2	0	0	27	1	2809	1873	2040	2165	2580
SM_b20037 shikimate 5-dehydrogenase	1	2	0	0	1	1	0	0	0	0	1	1	0	4	4	1	737	530	747	725	721
SM_b20039 transcriptional regulator	2	0	0	0	4	1	1	0	0	0	0	3	0	3	5	0	846	515	656	687	744
SM_b20040 hypothetical protein	0	0	1	0	0	0	1082	0	0	0	0	1	0	0	0	2	69	30	21	51	71
SM_b20041 hypothetical protein	0	0	0	0	0	1	0	0	0	0	2	0	0	0	6	0	1184	732	751	895	920
SM_b20042 hypothetical protein	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	146	129	60	117	157
SM_b20043 hypothetical protein	6	6	0	2	2	8	1	2	0	1	2	3	1	4	32	2	5291	3258	3171	3821	4518
SM_b20048 transcriptional regulator	2	3	0	3	6	3	5	0	1	0	1	1	0	6	35	9	4455	2457	2650	3337	4203
SM_b20049 elongation factor G	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	0	518	300	192	378	653
SM_b20050 hypothetical protein	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	214	114	60	153	173
SM_b20054 non-heme chloroperoxidase	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	412	251	177	255	464
SM_b20055 transcriptional regulator	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	195	130	68	152	172
SM_b20059 SAM-dependent methyltransferase	0	2	2	1	3	2	1	0	1	0	1	0	0	1	14	0	1216	844	1096	993	1229
SM_b20062 hypothetical protein	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	109	111	67	101	75
SM_b20063 hypothetical protein	62	100666	5	21	80	49	63	23	27	37	74245	21	0	50	20	65	1259	835	623	1025	1396
SM_b20064 hypothetical protein	5	4	0	0	7	5	6	1	1	0	3	3	4	4	42	6	4644	3332	3662	3805	3802
SM_b20067 hypothetical protein	2	5	0	2	6	5	1	2	1	0	1	2	27	2	37	4	4469	3314	2795	3417	4272
SM_b20069 amino acid carrier protein	1	0	0	2	0	1	0	0	0	0	1	4	0	2	11	0	1521	915	722	950	1313
SM_b20070 sulfate permease	2	3	0	2	7	7	2	1	1	1	3	2	1	4	25	6	3561	2486	2661	2797	2918
SM_b20071 efflux protein	31	36	1	15	39	31	25	28	50937	0	30	12	29	32	95	46671	3020	2006	1574	2222	2679
SM_b20072 rhizopine binding protein	0	1	0	0	0	1	1	0	0	0	1	0	0	0	8	1	885	607	410	629	836
SM_b20073 oxidoreductase	3	0	0	0	1	3	0	0	0	0	0	2	0	3	6	1	966	650	556	712	956
SM_b20074 hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	227	112	175	164	194
SM_b20075 hypothetical protein	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	214	165	151	204	213
SM_b20076 short-chain dehydrogenase	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	294	212	184	265	283
SM_b20077 sensor histidine kinase	3	1	0	0	2	2	0	1	0	0	0	1	0	1	12	1	1580	1051	838	1140	1398
SM_b20078 response regulator	2	0	0	1	2	2	0	1	2	0	2	1	0	1	23	1	2666	2186	1440	2073	2469
SM_b20079 hemolysin-adenlyate cyclase	66	39	61	15	71	47	73	89070	32	18	38	1909	8	46	87524	114	15596	10798	12900	13253	12556
SM_b20080 alcohol dehydrogenase	3	0	0	0	1	0	1	0	0	0	1	0	1	0	15	4	1266	893	579	837	1121
SM_b20081 hypothetical protein	2	1	0	1	0	1	2	0	0	0	0	0	0	1	2	0	648	352	236	419	433
SM_b20082 hypothetical protein	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	1	526	378	308	383	410
SM_b20083 hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87	63	30	85	121
SM_b20084 hypothetical protein	3	0	0	0	1	0	0	0	0	0	2	0	2	2	9	2	1207	888	561	878	1108
SM_b20086 hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	83	69	56	67	92
SM_b20087 hypothetical protein	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	311	201	134	220	269
SM_b20088 hypothetical protein	4	4	0	0	8	4	2	3	0	0	4	0	83	2	36	6	4238	2887	2414	3216	4196
SM_b20089 hypothetical protein	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	329	191	224	216	279
SM_b20091 hypothetical protein	0	0	0	0	1	0	0	0	0	0	0	1	1	1	5	3	788	543	387	595	798
SM_b20092 hypothetical protein	0	5	0	0	1	5	0	0	6	0	0	1	0	1	10	3	1492	1007	688	1115	1467
SM_b20093 hypothetical protein	0	1	0	2	1	1	2	0	0	0	1	0	3	1	14	2	1633	1083	932	1265	1602
SM_b20094 phospholipase	3302	1	0	3	8	9	3225	1	0	17	1	2	1	5	29	3	4780	3115	3074	3944	4585
SM_b20095 pyruvate oxidase	2	1	0	0	5	1	0	0	2	0	2	1	0	1	16	3	2022	1360	1439	1642	2007
SM_b20096 hypothetical protein	2	0	0	0	0	2	2	0	0	0	1	0	0	0	13	2	1123	822	815	922	1181
SM_b20097 oxidoreductase	0	0	0	1	1	1	1	0	1	0	2	1	1	2	13	0	1293	915	741	897	1528
SM_b20098 hypothetical protein	1	0	0	0	3	3	1	1	0	0	0	0	0	1	7	3	1251	882	842	1140	1376
SM_b20099 maltose alpha-D-glucosyltransferase	120158	28	1	17	54	35	274	9	8	1153	17	18	2	28	44	50	5288	3481	3170	4290	5427
SM_b20100 dehydrogenase	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	287	174	96	207	281
SM_b20101 hydroxyglutarate oxidase	12	4	0	7	19	9	16	6	7	1	7	9	1	15	77	25	6099	4154	8262	7272	9124
SM_b20102 acetoin catabolism regulatory protein	9	2	0	1	13	11	6	4	4	0	3	5	2	4	73	6	6649	4232	7381	6231	6244
SM_b20103 FAD-dependent oxidoreductase	1	1	0	0	7	9	1	1	13	1	5	2	0	3	34	11	4412	2831	2937	3596	4866
SM_b20104 hypothetical protein	3	1	0	2	2	0	3	2	1	0	1	3	0	3	18	5	2744	1732	1810	2273	2900
SM_b20105 transcriptional regulator	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	135	64	57	66	107
SM_b20106 transcriptional regulator	2	2	1	2	5	3	0	2	1	0	2	2	2	6	39	3	3100	2046	2130	2344	3371
SM_b20107 hypothetical protein	3	2	0	5	5	5	2	1	1	1	0	5	1	10	40	5	5268	3565	3432	4302	5565
SM_b20108 peptide ABC transporter substrate-binding protein	6	5	0	1	12	8	3	6	1	1	3	6	0	4	58	10	7354	5075	5034	5450	7344
SM_b20109 peptide ABC transporter permease	3	1	0	1	1	2	1	1	2	0	0	0	0	1	8	1	1085	736	928	836	1021
SM_b20110 oligopeptide ABC transporter permease	1	0	0	0	1	1	1	1	0	0	0	2	0	0	8	1	913	520	421	634	935
SM_b20111 oligopeptide ABC transporter ATP-binding protein	2	2	0	3	3	6	5	3	1	0	3	6	0	49	39	7	3756	2490	2259	2730	3653
SM_b20112 hypothetical protein	8	3	0	0	6	4	3	2	6	0	3	3	1	13	55	14	7817	5551	6243	6041	7034
SM_b20113 dehydrogenase	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	587	394	301	479	738
SM_b20114 hypothetical protein	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	258	150	118	171	259
SM_b20115 dihydroxy-acid dehydratase	4	4	0	0	2	1	1	0	1	0	2	2	0	5	33	4	3159	2162	1882	2338	3319
SM_b20116 hypothetical protein	4	1	1	5	4	1	1	1	3	0	2	3	1	2	49	8	5173	3554	3406	3916	4945
SM_b20117 sugar transferase	5	3	470	2	5	4	2	2	1	0	6	7636	0	2	2	5	552	427	456	441	556
SM_b20118 hypothetical protein	8	4	0	3	13	9	2	3	3	0	4	2	0	9	48	9	5967	4096	4047	4917	6063
SM_b20119 hypothetical protein	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	441	263	162	269	482
SM_b20121 hypothetical protein	6	0	0	3	0	4	0	1	2	1	1	1	1	3	29	4	2333	1560	1343	1629	2404
SM_b20122 hypothetical protein	7	3	0	0	7	1	7	2	3	1	3	2	3	5	37	9	5563	4060	4905	4772	5316
SM_b20123 transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	66	32	20	45	73
SM_b20124 sugar ABC transporter ATP-binding protein	2	0	0	0	3	0	1	1	3	2	1	1	1	3	19	2	3092	2092	1807	2347	3075
SM_b20125 sugar ABC transporter permease	1	2	0	1	1	1	2	1	2	0	1	0	1	0	12	1	1814	1122	1348	1354	1669
SM_b20126 sugar ABC transporter permease	4	1	0	4	4	1	5	1	2	0	0	6	1	5	47	8	4728	3327	3321	3750	4767
SM_b20127 hypothetical protein	5	1	0	1	3	5	3	3	2	0	3	4	1	2	41	5	4820	3570	3703	4043	4883
SM_b20128 deaminase	11	5	122	3	6	4	3	4	2	0	11	21665	0	9	23	9	1811	1347	1538	1410	1717
SM_b20129 transcriptional regulator	1	1	0	1	0	1	0	1	1	1	1	1	0	2	16	2	2061	1416	1590	1536	1719
SM_b20130 dehydrogenase	2	1	0	1	3	0	1	0	2	0	1	0	0	2	18	2	1515	946	708	1080	1450
SM_b20131 oxidoreductase	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	2	494	402	329	490	673
SM_b20132 dehydrogenase	41	17	5464	16	34	33	16	6	11	8	49	52526	2	36	82	24	9851	7164	7093	7821	9610
SM_b20133 hypothetical protein	4	3	0	0	6	5	1	0	1	1	2	1	1	2	16	5	3206	2216	3581	2892	3038
SM_b20134 permease	5	0	0	1	3	0	1	0	0	0	0	0	1	2	16	5	1982	1513	1233	1540	1985
SM_b20135 3-octaprenyl-4-hydroxybenzoate carboxy-lyase	3	1	0	1	2	1	0	0	0	0	2	0	0	0	7	0	517	376	172	409	720
SM_b20136 hypothetical protein	1	4	0	1	1	1	1	1	3	0	1	2	1	1	24	6	2517	1808	1767	2047	2531
SM_b20137 hypothetical protein	12	3	0	0	8	6	6	1	3	1	4	1	1	4	68	6	6019	4375	3945	4625	6042
SM_b20138 hypothetical protein	12	11	0	2	15	8	9	1	7	0	6	3	1	14	73	12	8707	6294	6282	7001	8646
SM_b20139 hypothetical protein	1	0	0	0	1	1	0	0	0	0	0	0	0	1	7	0	800	433	468	529	779
SM_b20140 dihydrodipicolinate synthase	3	3	1	4	3	5	2	0	4	0	3	4	0	5	43	8	5363	3616	3151	4095	5553
SM_b20141 oligopeptide ABC transporter ATP-binding protein	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	765	589	511	665	769
SM_b20142 oligopeptide ABC transporter permease	3	2	0	3	7	0	5	1	1	0	3	2	0	3	27	6	3094	2286	2998	2832	2969
SM_b20143 oligopeptide ABC transporter permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	145	100	61	92	145
SM_b20144 ABC transporter oligopeptide-binding protein	8	2	0	0	7	3	2	3	4	3	2	2	1	4	41	3	3814	2516	3971	3701	4077
SM_b20145 hypothetical protein	0	0	0	0	0	0	1	0	0	0	0	0	2	0	8	0	994	613	618	804	1104
SM_b20146 pyridoxal phosphate biosynthetic protein	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	360	227	181	326	566
SM_b20147 alcohol dehydrogenase	2	2	0	1	3	0	1	0	1	0	1	0	2	2	18	1	2924	1539	2124	2348	2940
SM_b20148 transcriptional regulator	0	0	0	0	1	0	0	1	0	1	2	1	0	2	8	1	740	468	610	700	708
SM_b20149 hypothetical protein	1	2	0	2	2	0	0	0	0	0	2	1	0	2	14	1	1506	892	1265	1216	1634
SM_b20150 inositol monophosphatase	0	2	0	0	1	1	0	1	0	0	0	1	0	2	6	1	1011	524	641	753	1060
SM_b20151 hypothetical protein	11	4	0	3	9	9	7	5	4	0	3	6	6	5	75	12	8056	4897	8786	7938	7728
SM_b20152 hypothetical protein	2	0	0	0	11	2	1	2	2	0	5	0	1	1	26	2	3024	1754	1603	2369	3182
SM_b20153 hypothetical protein	5	1	1	3	3	4	1	2	2	0	1	1	0	3	50	1	3416	1789	2544	2798	3343
SM_b20154 transcriptional regulator	2	1	0	2	2	0	0	0	1	0	0	0	0	4	28	4	2438	1270	1095	1715	2502
SM_b20155 ABC transporter permease	1	0	0	0	1	3	0	1	0	2	0	1	0	1	11	1	1050	588	543	828	1238
SM_b20156 ABC transporter ATP-binding protein	3	4	0	3	3	2	3	2	1	0	3	2	0	1	38	7	5102	2952	3011	3947	5443
SM_b20157 ABC transporter substrate-binding protein	0	2	0	2	3	0	0	0	1	0	0	1	0	2	26	1	2069	1093	2204	1735	1864
SM_b20158 ABC transporter substrate-binding protein	4	4	0	2	5	10	5544	3	0	0	2	1	0	6	55	3	4666	2970	3736	4176	4987
SM_b20159 inositol monophosphatase	1	1	0	0	3	1	1	1	1	0	1	0	0	1	16	1	1204	739	822	959	1309
SM_b20161 hypothetical protein	1	0	0	1	1	1	0	0	1	0	0	2	0	2	3	0	1140	623	783	914	1181
SM_b20162 transcriptional regulator	8	4	0	4	8	6	4	1	2	0	4	3	1	3	33	6	5379	3495	4555	4745	5330
SM_b20163 hypothetical protein	0	0	0	0	1	1	1	0	0	0	1	1	0	3	20	0	1965	1221	1154	1407	1994
SM_b20164 sensor histidine kinase	2	1	0	2	6	4	5	1	2	0	3	2	0	6	44	7	4992	2987	4431	4524	4876
SM_b20165 hypothetical protein	2	1	0	0	7	3	6	0	1	1	4	2	1	0	32	3	2944	1611	1815	2400	3292
SM_b20166 hypothetical protein	0	0	0	0	0	0	1	0	0	0	0	0	0	3	9	0	865	513	635	695	911
SM_b20167 hypothetical protein	3	1	1	0	2	3	3	0	0	0	2	1	0	4	15	3	2073	1062	1308	1567	2289
SM_b20168 hypothetical protein	1	1	0	0	2	4	2	0	1	0	0	1	0	0	9	0	1161	555	775	878	1229
SM_b20169 hypothetical protein	2	1	0	0	2	0	0	1	1	0	0	1	0	1	13	0	1092	639	615	962	1572
SM_b20171 carboxylesterase	4	4	0	2	7	3	7	2	2	1	1	1	0	6	32	7	4154	2401	2911	3458	4577
SM_b20172 cytochrome c protein	0	0	0	1	1	0	0	0	0	0	1	0	0	2	9	3	1148	716	948	1017	1130
"SM_b20173 methanol dehydrogenase, large subunit"	12	7	0	1	12	6	4	7	1	0	4	4	72	9	54	9	7717	4573	4911	6112	8174
SM_b20174 cytochrome c protein	3	3	0	1	4	3	3	1	2	1	3	0	0	4	19	4	3702	2280	2157	2820	4085
SM_b20175 hypothetical protein	3	2	1	1	4	6	2	2	2	0	4	3	0	2	35	6	4573	3085	3074	3676	4806
SM_b20176 hypothetical protein	2	0	0	1	0	1	1	0	1	0	0	1	0	0	10	0	1037	529	959	981	934
SM_b20177 hypothetical protein	0	2	0	3	5	2	2	0	0	0	0	0	0	2	17	1	2478	1520	2055	1910	2279
SM_b20178 hypothetical protein	1	1	1	2	5	1	2	1	1	0	0	2	0	5	16	3	2130	1377	1689	1817	2182
SM_b20179 hypothetical protein	3	1	0	0	1	2	2	1	0	0	1	1	0	5	23	0	1497	1002	960	1225	1581
SM_b20180 hypothetical protein	0	0	0	0	1	0	1	1	0	0	0	0	0	0	4	1	685	469	437	571	910
SM_b20181 ABC transporter substrate-binding protein	0	0	0	0	157	0	0	0	0	0	0	0	0	0	4	0	368	183	250	248	361
SM_b20182 ABC transporter	0	2	0	0	0	0	0	0	3	0	1	1	0	0	10	1	1037	675	591	826	1212
SM_b20183 ABC transporter ATP-binding protein	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	107	52	36	117	232
SM_b20184 ABC transporter ATP-binding protein	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	125	37	69	139	188
SM_b20185 hypothetical protein	3	1	0	1	3	22	4	0	0	0	6	4	0	148	21	3	3055	1924	2506	2701	3762
SM_b20186 glutathione-dependent formaldehyde-activating protein	1	1	0	2	1	0	1	0	0	0	0	1	0	0	7	0	1023	657	794	938	1369
SM_b20194 hypothetical protein	4	0	0	2	1	2	0	1	0	0	3	0	0	1	11	2	1120	638	810	830	1084
SM_b20195 pentose-5-phosphate-3-epimerase	0	0	0	0	1	0	1	0	0	0	0	1	0	1	8	1	829	472	467	643	935
SM_b20196 CbbX protein	8	3	0	4	11	1	5	2	3	0	6	1	1	3	53	11	6068	3698	4708	5059	6263
"SM_b20197 ribulose-1,5-bisphosphate carboxylase small subunit protein"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	272	209	63	237	426
SM_b20198 ribulose bisophosphate carboxylase	7	5	0	1	8	8	1	0	1	1	3	3	0	1	29	7	3931	2602	2633	3491	4522
"SM_b20199 fructose-1,6-bisphosphate aldolase"	1	2	0	0	2	2	2	1	0	0	0	1	0	1	22	1	1980	1246	952	1512	2275
SM_b20200 transketolase	4	2	0	1	4	1	0	3	2	0	1	4	0	2	20	3	2991	1953	1834	2300	3202
SM_b20201 phosphoribulokinase	8	2	0	0	4	1	3	1	0	0	4	2	0	5	30	5	3790	2532	2429	3075	4065
"SM_b20202 fructose-1,6-bisphosphatase"	7	5	0	1	3	4	2	1	1	0	1	2	1	2	29	9	4959	2971	2964	3743	5144
SM_b20203 transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	20	13
SM_b20205 pyrroloquinoline quinone biosynthesis protein PqqB	3	4	0	2	5	0	5	0	0	0	2	1	0	2	27	1	2823	1704	2281	2367	2740
SM_b20206 pyrroloquinoline quinone biosynthesis protein PqqC	6	2	0	0	7	7	2	2	3	0	4	4	1	5	42	13	4730	2899	3215	3910	5007
SM_b20208 pyrroloquinoline quinone biosynthesis protein PqqE	7	3	0	1	2	3	0	1	2	0	1	2	0	3	12	0	1607	924	1181	1401	1573
SM_b20209 hypothetical protein	2	1	0	0	1	0	0	1	0	0	0	0	1	0	6	2	948	588	707	883	1034
SM_b20210 oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	99	65	35	67	127
SM_b20211 transcriptional regulator	7	3	0	1	3	3	5	4	1	0	1	4	0	2	53	8	5891	3729	4255	4913	6269
SM_b20212 hypothetical protein	2	3	0	0	3	4	0	2	0	0	2	1	0	2	23	4	2317	1470	1997	2050	2549
SM_b20213 hypothetical protein	4	2	0	0	2	2	1	0	4	0	3	2	0	0	31	3	2911	2012	2042	2440	3268
SM_b20214 oxidoreductase	6	1	0	0	3	0	0	0	0	0	1	0	0	1	17	1	1613	1137	1113	1504	1976
SM_b20215 transcriptional regulator	2	4	0	1	1	1	1	0	0	1	2	2	0	4	33	5	2784	1686	2553	2372	2878
SM_b20216 epoxide hydrolase	8	1	1217	2	7	4	2	3	6	0	10	10426	1	3	35	3	3228	1990	2152	2528	3100
SM_b20217 hypothetical protein	1	0	0	1	2	2	0	0	0	0	2	0	0	2	10	1	1047	771	915	875	1015
SM_b20218 sensor histidine kinase	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	331	257	235	292	441
SM_b20219 response regulator protein	1	2	0	2	2	0	0	1	0	0	0	2	0	1	10	2	1209	812	901	1039	1271
SM_b20221 epoxide hydrolase	3	2	0	3	3	0	2	2	2	0	1	0	0	3	16	3	1721	1424	1573	1524	1883
SM_b20222 hypothetical protein	0	0	0	1	4	2	1	1	0	0	1	0	0	1	5	0	1094	781	923	952	987
SM_b20225 osmotically inducible sensory protein	1	3	0	3	4	3	2	1	1	2	0	3	0	5	31	7	3237	2384	2526	2688	3059
SM_b20226 hypothetical protein	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	222	142	89	142	198
SM_b20228 nutrient deprivation-induced protein	0	0	0	1	1	1	1	0	1	0	1	2	0	0	8	3	1389	971	790	1134	1507
SM_b20229 nutrient deprivation-induced protein	6	3	0	1	3	5	7	0	3	0	4	1	3	2	42	7	6397	4009	3384	4345	5859
SM_b20230 smc22-r protein	6	2	0	0	4	1	3	0	1	0	3	3	0	6	50	8	6356	4059	3999	4605	5823
SM_b20231 sugar ABC transporter substrate-binding protein	18	9	2	6	26	36	43712	10	52	1	20	4	2	20	87	29	9666	7036	6997	7683	9436
SM_b20232 sugar ABC transporter permease	9	5	0	6	15	13	1732	3	6	1	6	9	1	8	90	9	11027	8089	8635	8968	10314
SM_b20233 sugar ABC transporter permease	4	6	0	1	4	7	0	2	2	0	6	3	0	8	49	5	6105	4152	4159	4520	5788
SM_b20234 hypothetical protein	13	10	1	2	12	12	9	6	1	0	6	7	2	14	86	12	10747	7946	8377	8760	10280
SM_b20235 sugar ABC transporter ATP-binding protein	7	2	2	5732	7	3	2	1	3	0	6	3	0	2	27	4	3417	2444	2197	2553	3378
SM_b20236 hypothetical protein	2	0	0	1	0	0	1	0	1	0	0	1	0	0	12	0	909	574	424	627	879
SM_b20238 hypothetical protein	21	17	0	6	22	18	14	9	7	0	11	7	2	13	96	20	14358	9908	13732	13113	13612
"SM_b20239 dTDP-glucose 4,6-dehydratase"	4	1	0	1	3	1	4	1	4	0	1	3	0	2	23	7	3320	2411	2688	2746	3330
SM_b20240 hypothetical protein	0	1	0	0	0	1	0	0	0	0	2	1	0	0	12	2	1122	733	635	817	1259
SM_b20241 hypothetical protein	6752	2	0	0	1	23	2	0	0	41	2	1	0	17	13	3	1246	831	455	814	1474
SM_b20242 hypothetical protein	0	0	0	0	1	0	1	0	0	0	0	1	0	0	11	0	874	425	643	825	1045
SM_b20243 glycosyltransferase	9	1	0	0	6	1	0	0	2	1	3	4	1	2	37	5	2816	1477	2737	2674	3182
SM_b20244 CDP-tyvelose-2-epimerase	1	2	0	0	3	3	2	0	2	0	1	1	0	4	21	0	2390	1130	1319	1733	2572
SM_b20245 UDP-glucose 4-epimerase	4	3	0	0	8	3	2	1	1	0	1	1	0	3	39	2	4036	2642	2402	3090	4404
SM_b20246 oxidoreductase	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	377	206	230	309	428
SM_b20247 oxidoreductase	1	2	0	1	1	2	3	1	0	0	2	1	1	3	25	4	2917	1765	1761	2270	2960
SM_b20248 hypothetical protein	1	1	0	1	1	1	2	0	2	0	0	0	0	1	6	2	1063	690	905	907	1091
SM_b20249 myo-inositol-1-phosphate synthase	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	599	333	401	508	669
SM_b20250 hypothetical protein	1	2	0	0	1	2	0	0	0	0	0	1	1	1	12	1	1266	714	992	1013	1211
SM_b20251 hypothetical protein	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	516	305	140	361	562
SM_b20252 hypothetical protein	4	1	0	0	6	2	2	0	0	0	2	0	0	2	12	2	1809	1141	794	1147	1510
SM_b20253 hypothetical protein	0	3	0	1	2	0	0	2	2	0	0	0	0	1	23	5	2352	1590	1126	1659	1964
SM_b20255 hypothetical protein	0	1	0	0	0	0	0	0	1	0	0	1	0	1	4	1	143	103	82	90	147
SM_b20256 hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	26	18	33	25
SM_b20257 adenylate cyclase	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	183	114	118	105	131
SM_b20258 transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	28	27	25	50
SM_b20259 dihydrodipicolinate synthase	2	2	0	0	1	1	1	1	2	0	0	2	0	2	17	4	1976	1386	1309	1432	1670
