#Name,Accession,Start,Stop,,Direction,gene,locus_tag,protein_id,Length,product
pSymB,NC_003078.1,31301,34918,,reverse,,SM_RS17240,WP_010974950.1,3618,hydantoinase B/oxoprolinase family protein
pSymB,NC_003078.1,35067,35897,,forward,,SM_RS17245,WP_162471708.1,831,pseudouridine synthase
pSymB,NC_003078.1,36147,37124,,forward,,SM_RS17250,WP_010974952.1,978,tripartite tricarboxylate transporter substrate-binding protein
pSymB,NC_003078.1,37331,37792,,forward,,SM_RS17255,WP_010974953.1,462,tripartite tricarboxylate transporter TctB family protein
pSymB,NC_003078.1,37805,39310,,forward,,SM_RS17260,WP_003527915.1,1506,tripartite tricarboxylate transporter permease
pSymB,NC_003078.1,39374,40510,,reverse,,SM_RS17265,WP_010974954.1,1137,C45 family autoproteolytic acyltransferase/hydolase
pSymB,NC_003078.1,40548,40618,,forward,,SM_RS31830,,71,hypothetical protein
pSymB,NC_003078.1,40950,41423,,forward,,SM_RS17275,WP_010974955.1,474,carboxymuconolactone decarboxylase family protein
pSymB,NC_003078.1,41423,42280,,forward,,SM_RS17280,WP_010974956.1,858,sigma-70 family RNA polymerase sigma factor
pSymB,NC_003078.1,42306,43542,,reverse,aztD,SM_RS17285,,1237,zinc metallochaperone AztD
pSymB,NC_003078.1,43775,44437,,reverse,,SM_RS17290,WP_010974959.1,663,TetR family transcriptional regulator
pSymB,NC_003078.1,44734,45297,,forward,,SM_RS17295,WP_010974960.1,564,TRAP transporter small permease
pSymB,NC_003078.1,45308,46588,,forward,,SM_RS17300,WP_010974961.1,1281,TRAP transporter large permease subunit
pSymB,NC_003078.1,46649,47665,,forward,,SM_RS17305,WP_010974962.1,1017,TRAP transporter substrate-binding protein
pSymB,NC_003078.1,47745,48605,,forward,,SM_RS17310,WP_010974963.1,861,shikimate dehydrogenase
pSymB,NC_003078.1,48822,49049,,forward,,SM_RS31835,WP_010974964.1,228,hypothetical protein
pSymB,NC_003078.1,49146,50570,,reverse,,SM_RS17320,WP_010974965.1,1425,PLP-dependent aminotransferase family protein
pSymB,NC_003078.1,50652,51512,,forward,,SM_RS17325,WP_010974966.1,861,DMT family transporter
pSymB,NC_003078.1,51703,52233,,forward,,SM_RS17330,WP_010974967.1,531,hypothetical protein
pSymB,NC_003078.1,52256,53413,,reverse,,SM_RS17335,WP_010974968.1,1158,RHE_PE00001 family protein
pSymB,NC_003078.1,53787,54629,,forward,,SM_RS17340,WP_010974969.1,843,hypothetical protein
pSymB,NC_003078.1,55090,56400,,reverse,repC,SM_RS17345,WP_010974970.1,1311,plasmid replication protein RepC
pSymB,NC_003078.1,56556,57560,,reverse,repB,SM_RS17350,WP_010974971.1,1005,plasmid partitioning protein RepB
pSymB,NC_003078.1,57564,58760,,reverse,repA,SM_RS17355,WP_010974972.1,1197,plasmid partitioning protein RepA
pSymB,NC_003078.1,59127,59315,,forward,,SM_RS17360,WP_010974973.1,189,hypothetical protein
pSymB,NC_003078.1,59484,60191,,forward,hutC,SM_RS17365,WP_010974974.1,708,histidine utilization repressor
pSymB,NC_003078.1,60310,62271,,forward,,SM_RS17370,WP_010974975.1,1962,elongation factor G
pSymB,NC_003078.1,62415,62924,,reverse,,SM_RS17375,WP_010974976.1,510,hypothetical protein
pSymB,NC_003078.1,63020,63847,,reverse,,SM_RS17380,WP_010974977.1,828,alpha/beta hydrolase
pSymB,NC_003078.1,63995,64984,,forward,,SM_RS17385,WP_010974978.1,990,GlxA family transcriptional regulator
pSymB,NC_003078.1,65537,65935,,forward,,SM_RS17390,WP_153349814.1,399,hypothetical protein
pSymB,NC_003078.1,66644,67711,,forward,,SM_RS17395,WP_010974979.1,1068,ABC transporter substrate-binding protein
pSymB,NC_003078.1,67708,68751,,forward,,SM_RS17400,WP_010974980.1,1044,iron ABC transporter permease
pSymB,NC_003078.1,68748,69548,,forward,,SM_RS17405,WP_010974981.1,801,ABC transporter ATP-binding protein
pSymB,NC_003078.1,69552,70331,,forward,,SM_RS17410,WP_010974982.1,780,methyltransferase domain-containing protein
pSymB,NC_003078.1,70423,71619,,forward,,SM_RS17415,WP_010974983.1,1197,IS256-like element ISRm5 family transposase
pSymB,NC_003078.1,71778,71903,,reverse,,SM_RS17420,,126,IS481 family transposase
pSymB,NC_003078.1,72259,72414,,forward,,SM_RS31345,WP_010974985.1,156,hypothetical protein
pSymB,NC_003078.1,72518,72766,,forward,,SM_RS17425,WP_003527850.1,249,type II toxin-antitoxin system ParD family antitoxin
pSymB,NC_003078.1,72756,73052,,forward,,SM_RS17430,WP_010974986.1,297,type II toxin-antitoxin system RelE/ParE family toxin
pSymB,NC_003078.1,73133,73393,,reverse,,SM_RS17435,,261,helix-turn-helix domain-containing protein
pSymB,NC_003078.1,73972,74370,,forward,,SM_RS17440,WP_010974988.1,399,hypothetical protein
pSymB,NC_003078.1,74537,74722,,forward,,SM_RS17445,WP_010974989.1,186,hypothetical protein
pSymB,NC_003078.1,74726,75172,,reverse,,SM_RS17450,WP_041170054.1,447,DNA-binding protein
pSymB,NC_003078.1,75462,75671,,forward,,SM_RS17455,WP_003527838.1,210,dodecin family protein
pSymB,NC_003078.1,76205,77608,,forward,,SM_RS17460,WP_010974991.1,1404,sodium:alanine symporter family protein
pSymB,NC_003078.1,77869,79356,,reverse,,SM_RS17465,WP_010974992.1,1488,SulP family inorganic anion transporter
pSymB,NC_003078.1,79574,80767,,reverse,,SM_RS17470,WP_010974993.1,1194,MFS transporter
pSymB,NC_003078.1,81239,82168,,reverse,,SM_RS17475,WP_010974994.1,930,substrate-binding domain-containing protein
pSymB,NC_003078.1,82331,83188,,reverse,,SM_RS17480,WP_010974995.1,858,SDR family oxidoreductase
pSymB,NC_003078.1,83384,83626,,forward,,SM_RS17485,WP_010974996.1,243,hypothetical protein
pSymB,NC_003078.1,83675,83866,,forward,,SM_RS17490,WP_010974997.1,192,hypothetical protein
pSymB,NC_003078.1,83965,84981,,forward,,SM_RS17495,WP_010974998.1,1017,SDR family oxidoreductase
pSymB,NC_003078.1,85081,86745,,forward,,SM_RS17500,WP_010974999.1,1665,sensor histidine kinase
pSymB,NC_003078.1,86745,87380,,forward,,SM_RS17505,WP_010975000.1,636,response regulator transcription factor
pSymB,NC_003078.1,88213,91431,,forward,,SM_RS17510,WP_010975001.1,3219,calcium-binding protein
pSymB,NC_003078.1,91546,92715,,forward,,SM_RS17515,WP_010975002.1,1170,zinc-dependent alcohol dehydrogenase
pSymB,NC_003078.1,92735,93445,,reverse,,SM_RS17520,WP_010975003.1,711,metallophosphoesterase
pSymB,NC_003078.1,93442,94344,,reverse,,SM_RS17525,WP_013850191.1,903,hypothetical protein
pSymB,NC_003078.1,94552,94791,,forward,,SM_RS17530,WP_003532132.1,240,hypothetical protein
pSymB,NC_003078.1,94903,95076,,reverse,,SM_RS17535,WP_010975005.1,174,DUF1328 domain-containing protein
pSymB,NC_003078.1,95128,95274,,reverse,,SM_RS31350,WP_010975006.1,147,hypothetical protein
pSymB,NC_003078.1,95472,95774,,forward,,SM_RS17540,WP_010975007.1,303,PepSY domain-containing protein
pSymB,NC_003078.1,95797,96402,,forward,,SM_RS17545,WP_010975008.1,606,hypothetical protein
pSymB,NC_003078.1,96557,98533,,forward,,SM_RS17550,WP_010975009.1,1977,protein-L-isoaspartate(D-aspartate) O-methyltransferase
pSymB,NC_003078.1,98552,98875,,reverse,,SM_RS17555,WP_003532141.1,324,hypothetical protein
pSymB,NC_003078.1,98879,99010,,reverse,,SM_RS32400,WP_013850188.1,132,hypothetical protein
pSymB,NC_003078.1,99186,99692,,forward,,SM_RS17560,WP_010975011.1,507,ferritin-like domain-containing protein
pSymB,NC_003078.1,99778,100563,,reverse,,SM_RS17565,WP_041170055.1,786,endonuclease/exonuclease/phosphatase family protein
pSymB,NC_003078.1,100574,101515,,forward,,SM_RS17570,WP_010975013.1,942,lysylphosphatidylglycerol synthase domain-containing protein
pSymB,NC_003078.1,101410,103062,,reverse,,SM_RS17575,WP_041170121.1,1653,phospholipase D-like domain-containing protein
pSymB,NC_003078.1,103207,105024,,forward,,SM_RS17580,WP_010975015.1,1818,thiamine pyrophosphate-binding protein
pSymB,NC_003078.1,105101,105493,,forward,,SM_RS17585,WP_015456573.1,393,sensory rhodopsin transducer
pSymB,NC_003078.1,105495,106724,,forward,,SM_RS17590,WP_010975017.1,1230,"D-arabinono-1,4-lactone oxidase"
pSymB,NC_003078.1,106733,107128,,forward,,SM_RS17595,WP_010975018.1,396,sensory rhodopsin transducer
pSymB,NC_003078.1,107125,108759,,forward,,SM_RS17600,WP_010975019.1,1635,alpha-amylase family protein
pSymB,NC_003078.1,108761,109747,,forward,,SM_RS17605,WP_010975020.1,987,TIGR03885 family FMN-dependent LLM class oxidoreductase
pSymB,NC_003078.1,109841,111088,,forward,lhgO,SM_RS17610,WP_041170056.1,1248,L-2-hydroxyglutarate oxidase
pSymB,NC_003078.1,111176,113059,,forward,,SM_RS17615,WP_010975022.1,1884,sigma-54-dependent Fis family transcriptional regulator
pSymB,NC_003078.1,113274,115076,,forward,,SM_RS17620,WP_010975023.1,1803,NAD(P)/FAD-dependent oxidoreductase
pSymB,NC_003078.1,115152,115910,,reverse,,SM_RS17625,WP_010975024.1,759,sulfite exporter TauE/SafE family protein
pSymB,NC_003078.1,116012,116716,,reverse,,SM_RS17630,WP_003532175.1,705,GntR family transcriptional regulator
pSymB,NC_003078.1,116824,117555,,forward,,SM_RS17635,WP_010975026.1,732,FadR/GntR family transcriptional regulator
pSymB,NC_003078.1,117608,118579,,forward,,SM_RS17640,WP_041170057.1,972,dihydrodipicolinate synthase family protein
pSymB,NC_003078.1,118703,120211,,forward,,SM_RS17645,WP_010975028.1,1509,ABC transporter substrate-binding protein
pSymB,NC_003078.1,120284,121207,,forward,,SM_RS17650,WP_010975029.1,924,ABC transporter permease
pSymB,NC_003078.1,121219,122151,,forward,,SM_RS17655,WP_013850173.1,933,ABC transporter permease
pSymB,NC_003078.1,122148,123788,,forward,,SM_RS17660,WP_010975031.1,1641,ABC transporter ATP-binding protein
pSymB,NC_003078.1,123785,124672,,forward,,SM_RS17665,WP_010975032.1,888,DMT family transporter
pSymB,NC_003078.1,124709,125641,,reverse,,SM_RS17670,WP_010975033.1,933,2-hydroxyacid dehydrogenase
pSymB,NC_003078.1,125644,126369,,reverse,,SM_RS17675,WP_010975034.1,726,ribonuclease activity regulator RraA
pSymB,NC_003078.1,126396,128117,,reverse,araD,SM_RS17680,WP_010975035.1,1722,L-arabinonate dehydratase
pSymB,NC_003078.1,128252,130456,,reverse,,SM_RS17685,WP_010975036.1,2205,"amylo-alpha-1,6-glucosidase"
pSymB,NC_003078.1,130586,131686,,reverse,,SM_RS17690,WP_010975037.1,1101,glycosyltransferase family 4 protein
pSymB,NC_003078.1,131857,132024,,reverse,,SM_RS17695,WP_041170058.1,168,N-(5'-phosphoribosyl)anthranilate isomerase
pSymB,NC_003078.1,132167,132553,,reverse,,SM_RS17700,WP_013850168.1,387,RidA family protein
pSymB,NC_003078.1,132586,132842,,reverse,,SM_RS31840,,257,helix-turn-helix domain-containing protein
pSymB,NC_003078.1,132891,132965,,reverse,,SM_RS31845,,75,recombinase family protein
pSymB,NC_003078.1,132946,133200,,reverse,,SM_RS17710,WP_017265847.1,255,type II toxin-antitoxin system RelE/ParE family toxin
pSymB,NC_003078.1,133283,133558,,reverse,,SM_RS17715,WP_010975041.1,276,type II toxin-antitoxin system ParD family antitoxin
pSymB,NC_003078.1,134261,135157,,reverse,,SM_RS17725,WP_010975043.1,897,LysR family transcriptional regulator
pSymB,NC_003078.1,135279,136805,,reverse,,SM_RS17730,WP_010975044.1,1527,ABC transporter ATP-binding protein
pSymB,NC_003078.1,136815,137747,,reverse,,SM_RS17735,WP_003536791.1,933,ABC transporter permease
pSymB,NC_003078.1,137756,138853,,reverse,,SM_RS17740,WP_010975045.1,1098,ABC transporter permease
pSymB,NC_003078.1,139006,139989,,reverse,,SM_RS17745,WP_013850162.1,984,BMP family protein
pSymB,NC_003078.1,140042,141337,,reverse,,SM_RS17750,WP_028010728.1,1296,amidohydrolase family protein
pSymB,NC_003078.1,141805,142584,,forward,,SM_RS17755,WP_010975048.1,780,GntR family transcriptional regulator
pSymB,NC_003078.1,142635,143498,,forward,,SM_RS17760,WP_003532039.1,864,xanthine dehydrogenase family protein subunit M
pSymB,NC_003078.1,143495,143980,,forward,,SM_RS17765,WP_010975049.1,486,(2Fe-2S)-binding protein
pSymB,NC_003078.1,143977,146295,,forward,,SM_RS17770,WP_010975050.1,2319,xanthine dehydrogenase family protein molybdopterin-binding subunit
pSymB,NC_003078.1,146295,147344,,forward,,SM_RS17775,WP_010975051.1,1050,GTP-binding protein
pSymB,NC_003078.1,147547,148938,,reverse,,SM_RS17780,WP_010975052.1,1392,nucleobase:cation symporter-2 family protein
pSymB,NC_003078.1,149017,149649,,reverse,,SM_RS17785,WP_010975053.1,633,UbiX family flavin prenyltransferase
pSymB,NC_003078.1,149680,151053,,reverse,,SM_RS17790,WP_010975054.1,1374,UbiD family decarboxylase
pSymB,NC_003078.1,151195,152136,,reverse,,SM_RS17795,WP_010975055.1,942,amidohydrolase family protein
pSymB,NC_003078.1,152176,153102,,reverse,,SM_RS17800,WP_003532049.1,927,amidohydrolase family protein
pSymB,NC_003078.1,153414,153908,,forward,,SM_RS17805,WP_010975056.1,495,DUF2243 domain-containing protein
pSymB,NC_003078.1,153928,154809,,reverse,,SM_RS17810,WP_010975057.1,882,dihydrodipicolinate synthase family protein
pSymB,NC_003078.1,154809,156455,,reverse,,SM_RS17815,WP_010975058.1,1647,ABC transporter ATP-binding protein
pSymB,NC_003078.1,156448,157371,,reverse,,SM_RS17820,WP_010975059.1,924,ABC transporter permease
pSymB,NC_003078.1,157386,158300,,reverse,,SM_RS17825,WP_003532054.1,915,ABC transporter permease
pSymB,NC_003078.1,158386,159885,,reverse,,SM_RS17830,WP_041170059.1,1500,ABC transporter substrate-binding protein
pSymB,NC_003078.1,160206,161393,,forward,,SM_RS17835,WP_010975061.1,1188,exo-alpha-sialidase
pSymB,NC_003078.1,161393,162358,,forward,pdxA,SM_RS17840,WP_003532057.1,966,4-hydroxythreonine-4-phosphate dehydrogenase PdxA
pSymB,NC_003078.1,162355,163461,,forward,,SM_RS17845,WP_010975062.1,1107,iron-containing alcohol dehydrogenase
pSymB,NC_003078.1,163686,164387,,reverse,,SM_RS17850,WP_003532059.1,702,FadR/GntR family transcriptional regulator
pSymB,NC_003078.1,164391,165422,,reverse,,SM_RS17855,WP_010975063.1,1032,four-carbon acid sugar kinase family protein
pSymB,NC_003078.1,165740,166579,,forward,,SM_RS17860,WP_010975064.1,840,inositol monophosphatase
pSymB,NC_003078.1,166645,167262,,forward,,SM_RS17865,WP_003532062.1,618,dual specificity protein phosphatase
pSymB,NC_003078.1,167256,168974,,forward,,SM_RS17870,WP_010975065.1,1719,metallophosphoesterase
pSymB,NC_003078.1,169058,170701,,forward,,SM_RS17875,WP_010975066.1,1644,Na/Pi cotransporter family protein
pSymB,NC_003078.1,170752,171738,,reverse,,SM_RS17880,WP_003532065.1,987,LacI family DNA-binding transcriptional regulator
pSymB,NC_003078.1,172249,174099,,forward,,SM_RS17885,WP_010975067.1,1851,iron ABC transporter permease
pSymB,NC_003078.1,174099,175232,,forward,,SM_RS17890,WP_010975068.1,1134,ABC transporter ATP-binding protein
pSymB,NC_003078.1,175274,176398,,forward,,SM_RS17895,WP_010975069.1,1125,ABC transporter substrate-binding protein
pSymB,NC_003078.1,176421,177551,,forward,,SM_RS17900,WP_015243488.1,1131,ABC transporter substrate-binding protein
pSymB,NC_003078.1,177605,178489,,forward,,SM_RS17905,WP_010975071.1,885,inositol monophosphatase family protein
pSymB,NC_003078.1,178551,179168,,forward,,SM_RS17910,WP_013850145.1,618,dual specificity protein phosphatase
pSymB,NC_003078.1,179168,179536,,forward,,SM_RS17915,WP_010975072.1,369,MurR/RpiR family transcriptional regulator
pSymB,NC_003078.1,179642,179851,,forward,,SM_RS31855,WP_015456576.1,210,hypothetical protein
pSymB,NC_003078.1,180077,180766,,forward,,SM_RS17925,WP_003532082.1,690,response regulator transcription factor
pSymB,NC_003078.1,180811,181980,,forward,,SM_RS17930,WP_010975074.1,1170,FIST signal transduction protein
pSymB,NC_003078.1,181977,184220,,forward,,SM_RS17935,WP_010975075.1,2244,hybrid sensor histidine kinase/response regulator
pSymB,NC_003078.1,184327,184998,,forward,,SM_RS17940,WP_010975076.1,672,hypothetical protein
pSymB,NC_003078.1,184995,185348,,forward,,SM_RS17945,WP_010975077.1,354,hypothetical protein
pSymB,NC_003078.1,185422,186234,,reverse,,SM_RS17950,WP_010975078.1,813,quinoprotein dehydrogenase-associated SoxYZ-like carrier
pSymB,NC_003078.1,186408,187466,,forward,,SM_RS17955,WP_041170060.1,1059,quinoprotein relay system zinc metallohydrolase 2
pSymB,NC_003078.1,187595,188236,,reverse,,SM_RS17960,WP_010975080.1,642,hypothetical protein
pSymB,NC_003078.1,188406,189533,,forward,,SM_RS17965,WP_010975081.1,1128,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
pSymB,NC_003078.1,189542,190372,,forward,fghA,SM_RS17970,WP_013850139.1,831,S-formylglutathione hydrolase
pSymB,NC_003078.1,190386,190796,,forward,,SM_RS17975,WP_010975083.1,411,cytochrome c family protein
pSymB,NC_003078.1,190974,192779,,forward,,SM_RS17980,WP_010975084.1,1806,methanol/ethanol family PQQ-dependent dehydrogenase
pSymB,NC_003078.1,192858,193388,,forward,,SM_RS17985,WP_010975085.1,531,"c-type cytochrome, methanol metabolism-related"
pSymB,NC_003078.1,193345,194211,,forward,,SM_RS17990,WP_010975086.1,867,substrate-binding domain-containing protein
pSymB,NC_003078.1,194208,194753,,forward,,SM_RS17995,WP_010975087.1,546,PQQ-dependent catabolism-associated CXXCW motif protein
pSymB,NC_003078.1,194927,195448,,reverse,,SM_RS18000,WP_010975088.1,522,DUF2380 domain-containing protein
pSymB,NC_003078.1,195575,196762,,forward,,SM_RS18005,WP_010975089.1,1188,ABC transporter substrate-binding protein
pSymB,NC_003078.1,196764,197738,,forward,,SM_RS18010,WP_010975090.1,975,YVTN family beta-propeller repeat protein
pSymB,NC_003078.1,197778,198221,,forward,,SM_RS18015,WP_014527586.1,444,hypothetical protein
pSymB,NC_003078.1,198276,199247,,forward,,SM_RS18020,WP_010975092.1,972,ABC transporter substrate-binding protein
pSymB,NC_003078.1,199240,200001,,forward,,SM_RS18025,WP_017265866.1,762,ABC transporter permease
pSymB,NC_003078.1,199998,200621,,forward,,SM_RS18030,WP_010975094.1,624,ABC transporter ATP-binding protein
pSymB,NC_003078.1,200618,201346,,forward,,SM_RS18035,WP_003528736.1,729,ABC transporter ATP-binding protein
pSymB,NC_003078.1,201343,202134,,forward,,SM_RS18040,WP_003528734.1,792,ABC transporter permease
pSymB,NC_003078.1,202255,202824,,forward,gfa,SM_RS18045,WP_010975095.1,570,S-(hydroxymethyl)glutathione synthase
pSymB,NC_003078.1,203136,203702,,reverse,,SM_RS18050,WP_010975096.1,567,thioredoxin family protein
pSymB,NC_003078.1,203706,204392,,reverse,rpe,SM_RS18055,WP_010975097.1,687,ribulose-phosphate 3-epimerase
pSymB,NC_003078.1,204389,205324,,reverse,cbbX,SM_RS18060,WP_010975098.1,936,CbbX protein
pSymB,NC_003078.1,205336,205725,,reverse,,SM_RS18065,WP_010975099.1,390,ribulose bisphosphate carboxylase small subunit
pSymB,NC_003078.1,205767,207227,,reverse,,SM_RS18070,WP_010975100.1,1461,form I ribulose bisphosphate carboxylase large subunit
pSymB,NC_003078.1,207260,208339,,reverse,fba,SM_RS18075,WP_010975101.1,1080,fructose-bisphosphate aldolase class II
pSymB,NC_003078.1,208342,210426,,reverse,tkt,SM_RS18080,WP_010975102.1,2085,transketolase
pSymB,NC_003078.1,210437,211306,,reverse,,SM_RS18085,WP_003528721.1,870,phosphoribulokinase
pSymB,NC_003078.1,211317,212366,,reverse,,SM_RS18090,WP_003528720.1,1050,class 1 fructose-bisphosphatase
pSymB,NC_003078.1,212468,213409,,forward,,SM_RS18095,WP_003528716.1,942,LysR family transcriptional regulator
pSymB,NC_003078.1,213692,213787,,forward,pqqA,SM_RS18100,WP_003528714.1,96,pyrroloquinoline quinone precursor peptide PqqA
pSymB,NC_003078.1,213829,214740,,forward,pqqB,SM_RS18105,WP_010975103.1,912,pyrroloquinoline quinone biosynthesis protein PqqB
pSymB,NC_003078.1,214737,215507,,forward,pqqC,SM_RS18110,WP_010975104.1,771,pyrroloquinoline-quinone synthase PqqC
pSymB,NC_003078.1,215504,215800,,forward,pqqD,SM_RS18115,WP_003528708.1,297,pyrroloquinoline quinone biosynthesis peptide chaperone PqqD
pSymB,NC_003078.1,215797,216924,,forward,pqqE,SM_RS18120,WP_003528706.1,1128,pyrroloquinoline quinone biosynthesis protein PqqE
pSymB,NC_003078.1,216993,217232,,reverse,,SM_RS18125,WP_010975105.1,240,4-oxalocrotonate tautomerase family protein
pSymB,NC_003078.1,217287,218000,,reverse,,SM_RS18130,WP_010975106.1,714,SDR family oxidoreductase
pSymB,NC_003078.1,218142,219074,,reverse,,SM_RS18135,WP_010975107.1,933,LysR family transcriptional regulator
pSymB,NC_003078.1,219268,219942,,forward,,SM_RS18140,WP_041170061.1,675,type 1 glutamine amidotransferase domain-containing protein
pSymB,NC_003078.1,220115,221863,,forward,,SM_RS18145,WP_040121148.1,1749,cytochrome c biogenesis protein DipZ
pSymB,NC_003078.1,221879,222010,,forward,,SM_RS32405,WP_267901025.1,132,hypothetical protein
pSymB,NC_003078.1,222127,222930,,forward,,SM_RS18150,WP_010975110.1,804,SDR family oxidoreductase
pSymB,NC_003078.1,223026,223973,,forward,,SM_RS18155,WP_013850115.1,948,GlxA family transcriptional regulator
pSymB,NC_003078.1,224114,225160,,forward,,SM_RS18160,WP_010975112.1,1047,alpha/beta hydrolase
pSymB,NC_003078.1,225303,226043,,forward,,SM_RS18165,WP_017265862.1,741,VOC family protein
pSymB,NC_003078.1,226214,227578,,reverse,,SM_RS18170,WP_010975113.1,1365,ATP-binding protein
pSymB,NC_003078.1,227578,228315,,reverse,,SM_RS18175,WP_010975114.1,738,response regulator
pSymB,NC_003078.1,228407,229740,,reverse,,SM_RS18180,,1334,epoxide hydrolase
pSymB,NC_003078.1,229750,230151,,reverse,,SM_RS18185,WP_003528667.1,402,cupin domain-containing protein
pSymB,NC_003078.1,230362,230541,,reverse,,SM_RS18190,WP_041170063.1,180,hypothetical protein
pSymB,NC_003078.1,230872,231375,,forward,,SM_RS18195,WP_010975118.1,504,DUF4142 domain-containing protein
pSymB,NC_003078.1,231657,232343,,reverse,,SM_RS18200,WP_010975119.1,687,BON domain-containing protein
pSymB,NC_003078.1,232509,232682,,forward,,SM_RS31360,WP_010975120.1,174,hypothetical protein
pSymB,NC_003078.1,232839,233417,,forward,,SM_RS18205,WP_010975121.1,579,nutrient deprivation-induced protein
pSymB,NC_003078.1,233410,233829,,forward,,SM_RS18210,WP_003528659.1,420,phage holin family protein
pSymB,NC_003078.1,233826,234800,,forward,,SM_RS18215,WP_010975122.1,975,DUF3618 domain-containing protein
pSymB,NC_003078.1,235032,236036,,forward,,SM_RS18220,WP_010975123.1,1005,LacI family DNA-binding transcriptional regulator
pSymB,NC_003078.1,236096,237451,,forward,,SM_RS18225,WP_010975124.1,1356,sugar ABC transporter substrate-binding protein
pSymB,NC_003078.1,237509,238453,,forward,,SM_RS18230,WP_010975125.1,945,sugar ABC transporter permease
pSymB,NC_003078.1,238443,239291,,forward,,SM_RS18235,WP_010975126.1,849,carbohydrate ABC transporter permease
pSymB,NC_003078.1,239322,240518,,forward,,SM_RS18240,WP_010975127.1,1197,DUF2961 domain-containing protein
pSymB,NC_003078.1,240520,241611,,forward,ugpC,SM_RS18245,WP_010975128.1,1092,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
pSymB,NC_003078.1,241731,242075,,forward,,SM_RS18250,WP_010975129.1,345,hypothetical protein
pSymB,NC_003078.1,242115,242306,,forward,,SM_RS18255,WP_033046178.1,192,hypothetical protein
pSymB,NC_003078.1,242403,243197,,reverse,,SM_RS18260,WP_010975130.1,795,TIGR04290 family methyltransferase
pSymB,NC_003078.1,243200,244240,,reverse,,SM_RS18265,WP_010975131.1,1041,SDR family oxidoreductase
pSymB,NC_003078.1,244260,245378,,reverse,,SM_RS18270,WP_010975132.1,1119,glycosyltransferase
pSymB,NC_003078.1,245375,246460,,reverse,,SM_RS18275,WP_010975133.1,1086,glycosyltransferase
pSymB,NC_003078.1,246457,247587,,reverse,,SM_RS18280,WP_010975134.1,1131,glycosyltransferase
